TRADEDATE;SECID;BOARDNAME;BOARDID;SHORTNAME;REGNUMBER;ISIN;MATDATE;LISTNAME;FACEVALUE;CURRENCYID;VOLUME;VALUE;NUMTRADES;PREV;PREVLEGALCLOSEPRICE;OPENPERIOD;OPEN;LEGALOPENPRICE;LOW;HIGH;LEGALCLOSEPRICE;CLOSE;CLOSEPERIOD;WAPRICE;TRENDCLOSE;TRENDCLSPR;TRENDWAP;TRENDWAPPR;OPENVAL;CLOSEVAL;HIGHBID;LOWOFFER;BID;OFFER;YIELDATWAP;YIELDCLOSE;ACCINT;DURATION;MARKETPRICE;MARKETPRICE2;ADMITTEDQUOTE;ISSUESIZE;MPVALTRD;MP2VALTRD;ADMITTEDVALUE;MARKETPRICE3;MARKETPRICE3TRADESVALUE;DECIMALS;TYPE;LASTPRICE;IRICPICLOSE;BEICLOSE;COUPONPERCENT;COUPONVALUE;BUYBACKDATE;LASTTRADEDATE;CBRCLOSE;YIELDTOOFFER;YIELDLASTCOUPON;OFFERDATE;FACEUNIT;MARKETPRICE3TRADESVALUECUR;MARKETPRICE3CUR;TRADINGSESSION;CALLOPTIONDATE;CALLOPTIONYIELD;CALLOPTIONDURATION;PUTOPTIONDATE;DATEYIELDFROMISSUER;TRADE_SESSION_DATE;ZSPREAD;ZSPREADATWAPRICE;BONDTYPE;BONDSUBTYPE
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
